ID,pred_kwh
2024-10-10_consumer_device_12_data_user_12,0.24823789298534393
2024-10-11_consumer_device_12_data_user_12,0.2445714771747589
2024-10-12_consumer_device_12_data_user_12,0.27079451084136963
2024-10-13_consumer_device_12_data_user_12,0.2884733974933624
2024-10-14_consumer_device_12_data_user_12,0.3205716609954834
2024-10-15_consumer_device_12_data_user_12,0.3190016746520996
2024-10-16_consumer_device_12_data_user_12,0.2298332154750824
2024-10-17_consumer_device_12_data_user_12,0.2206989824771881
2024-10-18_consumer_device_12_data_user_12,0.24439287185668945
2024-10-19_consumer_device_12_data_user_12,0.27324533462524414
2024-10-20_consumer_device_12_data_user_12,0.2686198949813843
2024-10-21_consumer_device_12_data_user_12,0.28511545062065125
2024-10-22_consumer_device_12_data_user_12,0.22073566913604736
2024-10-23_consumer_device_12_data_user_12,0.16227421164512634
2024-10-24_consumer_device_12_data_user_12,0.2062830924987793
2024-09-24_consumer_device_12_data_user_13,0.1694321632385254
2024-09-25_consumer_device_12_data_user_13,0.1553042232990265
2024-09-26_consumer_device_12_data_user_13,0.2070687711238861
2024-09-27_consumer_device_12_data_user_13,0.0
2024-09-28_consumer_device_12_data_user_13,0.1252691149711609
2024-09-29_consumer_device_12_data_user_13,0.17078837752342224
2024-09-30_consumer_device_12_data_user_13,0.22573256492614746
2024-10-01_consumer_device_12_data_user_13,0.2609797716140747
2024-10-02_consumer_device_12_data_user_13,0.2443777620792389
2024-10-03_consumer_device_12_data_user_13,0.26056379079818726
2024-10-04_consumer_device_12_data_user_13,0.22878652811050415
2024-10-05_consumer_device_12_data_user_13,0.24040700495243073
2024-10-06_consumer_device_12_data_user_13,0.22117289900779724
2024-10-07_consumer_device_12_data_user_13,0.23494693636894226
2024-10-08_consumer_device_12_data_user_13,0.0
2024-10-09_consumer_device_12_data_user_13,0.177308589220047
2024-10-10_consumer_device_12_data_user_13,0.2505476474761963
2024-10-11_consumer_device_12_data_user_13,0.24630998075008392
2024-10-12_consumer_device_12_data_user_13,0.27208083868026733
2024-10-13_consumer_device_12_data_user_13,0.2894245684146881
2024-10-14_consumer_device_12_data_user_13,0.3214724659919739
2024-10-15_consumer_device_12_data_user_13,0.31945711374282837
2024-10-16_consumer_device_12_data_user_13,0.2304876148700714
2024-10-17_consumer_device_12_data_user_13,0.22128596901893616
2024-10-18_consumer_device_12_data_user_13,0.24473704397678375
2024-10-19_consumer_device_12_data_user_13,0.2734827995300293
2024-10-20_consumer_device_12_data_user_13,0.26892444491386414
2024-10-21_consumer_device_12_data_user_13,0.28542160987854004
2024-10-22_consumer_device_12_data_user_13,0.22096684575080872
2024-10-23_consumer_device_12_data_user_13,0.16255909204483032
2024-10-24_consumer_device_12_data_user_13,0.20651274919509888
2024-09-24_consumer_device_12_data_user_2,0.15768694877624512
2024-09-25_consumer_device_12_data_user_2,0.1445736587047577
2024-09-26_consumer_device_12_data_user_2,0.19680187106132507
2024-09-27_consumer_device_12_data_user_2,0.0
2024-09-28_consumer_device_12_data_user_2,0.10871583223342896
2024-09-29_consumer_device_12_data_user_2,0.16014397144317627
2024-09-30_consumer_device_12_data_user_2,0.21530181169509888
2024-10-01_consumer_device_12_data_user_2,0.25290730595588684
2024-10-02_consumer_device_12_data_user_2,0.23849129676818848
2024-10-03_consumer_device_12_data_user_2,0.2567988634109497
2024-10-04_consumer_device_12_data_user_2,0.22560039162635803
2024-10-05_consumer_device_12_data_user_2,0.23665298521518707
2024-10-06_consumer_device_12_data_user_2,0.21823784708976746
2024-10-07_consumer_device_12_data_user_2,0.23183633387088776
2024-10-08_consumer_device_12_data_user_2,0.0
2024-10-09_consumer_device_12_data_user_2,0.1717642843723297
2024-10-10_consumer_device_12_data_user_2,0.24661202728748322
2024-10-11_consumer_device_12_data_user_2,0.24335210025310516
2024-10-12_consumer_device_12_data_user_2,0.2698811888694763
2024-10-13_consumer_device_12_data_user_2,0.28778812289237976
2024-10-14_consumer_device_12_data_user_2,0.31992530822753906
2024-10-15_consumer_device_12_data_user_2,0.318675696849823
2024-10-16_consumer_device_12_data_user_2,0.2293504774570465
2024-10-17_consumer_device_12_data_user_2,0.22027474641799927
2024-10-18_consumer_device_12_data_user_2,0.24414366483688354
2024-10-19_consumer_device_12_data_user_2,0.2730758786201477
2024-10-20_consumer_device_12_data_user_2,0.2684018611907959
2024-10-21_consumer_device_12_data_user_2,0.2848992943763733
2024-10-22_consumer_device_12_data_user_2,0.22057116031646729
2024-10-23_consumer_device_12_data_user_2,0.16207030415534973
2024-10-24_consumer_device_12_data_user_2,0.2061191201210022
2024-09-24_consumer_device_12_data_user_3,0.310046911239624
2024-09-25_consumer_device_12_data_user_3,0.2939470410346985
2024-09-26_consumer_device_12_data_user_3,0.6519914865493774
2024-09-27_consumer_device_12_data_user_3,0.499406099319458
2024-09-28_consumer_device_12_data_user_3,0.7687840461730957
2024-09-29_consumer_device_12_data_user_3,0.9115629196166992
2024-09-30_consumer_device_12_data_user_3,0.8779290914535522
2024-10-01_consumer_device_12_data_user_3,0.9149030447006226
2024-10-02_consumer_device_12_data_user_3,0.7732470631599426
2024-10-03_consumer_device_12_data_user_3,0.7740384936332703
2024-10-04_consumer_device_12_data_user_3,0.5658559799194336
2024-10-05_consumer_device_12_data_user_3,0.5572624802589417
2024-10-06_consumer_device_12_data_user_3,0.4352905750274658
2024-10-07_consumer_device_12_data_user_3,0.5344916582107544
2024-10-08_consumer_device_12_data_user_3,0.1577998399734497
2024-10-09_consumer_device_12_data_user_3,0.31826308369636536
2024-10-10_consumer_device_12_data_user_3,0.563923180103302
2024-10-11_consumer_device_12_data_user_3,0.590337336063385
2024-10-12_consumer_device_12_data_user_3,0.6547867059707642
2024-10-13_consumer_device_12_data_user_3,0.6477644443511963
2024-10-14_consumer_device_12_data_user_3,0.6974085569381714
2024-10-15_consumer_device_12_data_user_3,0.7360299825668335
2024-10-16_consumer_device_12_data_user_3,0.365571528673172
2024-10-17_consumer_device_12_data_user_3,0.3225906193256378
2024-10-18_consumer_device_12_data_user_3,0.3207048773765564
2024-10-19_consumer_device_12_data_user_3,0.31976318359375
2024-10-20_consumer_device_12_data_user_3,0.3305303752422333
2024-10-21_consumer_device_12_data_user_3,0.3485287129878998
2024-10-22_consumer_device_12_data_user_3,0.28700026869773865
2024-10-23_consumer_device_12_data_user_3,0.21340370178222656
2024-10-24_consumer_device_12_data_user_3,0.2417379915714264
2024-09-24_consumer_device_12_data_user_4,0.7611532211303711
2024-09-25_consumer_device_12_data_user_4,0.5392243266105652
2024-09-26_consumer_device_12_data_user_4,1.1732405424118042
2024-09-27_consumer_device_12_data_user_4,3.2224011421203613
2024-09-28_consumer_device_12_data_user_4,2.225560426712036
2024-09-29_consumer_device_12_data_user_4,2.11224365234375
2024-09-30_consumer_device_12_data_user_4,1.8643155097961426
2024-10-01_consumer_device_12_data_user_4,1.8498831987380981
2024-10-02_consumer_device_12_data_user_4,1.8909302949905396
2024-10-03_consumer_device_12_data_user_4,2.2631938457489014
2024-10-04_consumer_device_12_data_user_4,2.420555591583252
2024-10-05_consumer_device_12_data_user_4,2.2069997787475586
2024-10-06_consumer_device_12_data_user_4,1.5527797937393188
2024-10-07_consumer_device_12_data_user_4,1.4269498586654663
2024-10-08_consumer_device_12_data_user_4,0.39532023668289185
2024-10-09_consumer_device_12_data_user_4,0.6331318616867065
2024-10-10_consumer_device_12_data_user_4,1.2509628534317017
2024-10-11_consumer_device_12_data_user_4,1.3422597646713257
2024-10-12_consumer_device_12_data_user_4,1.636217713356018
2024-10-13_consumer_device_12_data_user_4,1.4290581941604614
2024-10-14_consumer_device_12_data_user_4,1.4144314527511597
2024-10-15_consumer_device_12_data_user_4,1.296486735343933
2024-10-16_consumer_device_12_data_user_4,0.8214700222015381
2024-10-17_consumer_device_12_data_user_4,0.7508528232574463
2024-10-18_consumer_device_12_data_user_4,0.6501399278640747
2024-10-19_consumer_device_12_data_user_4,0.7687154412269592
2024-10-20_consumer_device_12_data_user_4,0.7178875207901001
2024-10-21_consumer_device_12_data_user_4,0.7131267189979553
2024-10-22_consumer_device_12_data_user_4,0.5010517835617065
2024-10-23_consumer_device_12_data_user_4,0.2842126786708832
2024-10-24_consumer_device_12_data_user_4,0.2828610837459564
2024-09-24_consumer_device_12_data_user_5,20.068010330200195
2024-09-25_consumer_device_12_data_user_5,13.907036781311035
2024-09-26_consumer_device_12_data_user_5,12.704646110534668
2024-09-27_consumer_device_12_data_user_5,18.314821243286133
2024-09-28_consumer_device_12_data_user_5,15.18851089477539
2024-09-29_consumer_device_12_data_user_5,13.536453247070312
2024-09-30_consumer_device_12_data_user_5,12.389556884765625
2024-10-01_consumer_device_12_data_user_5,11.959455490112305
2024-10-02_consumer_device_12_data_user_5,10.357412338256836
2024-10-03_consumer_device_12_data_user_5,11.403273582458496
2024-10-04_consumer_device_12_data_user_5,11.051170349121094
2024-10-05_consumer_device_12_data_user_5,9.416308403015137
2024-10-06_consumer_device_12_data_user_5,8.338539123535156
2024-10-07_consumer_device_12_data_user_5,9.533580780029297
2024-10-08_consumer_device_12_data_user_5,13.182880401611328
2024-10-09_consumer_device_12_data_user_5,9.943503379821777
2024-10-10_consumer_device_12_data_user_5,8.718377113342285
2024-10-11_consumer_device_12_data_user_5,6.702897548675537
2024-10-12_consumer_device_12_data_user_5,6.731246471405029
2024-10-13_consumer_device_12_data_user_5,7.058083534240723
2024-10-14_consumer_device_12_data_user_5,5.616202354431152
2024-10-15_consumer_device_12_data_user_5,5.341728687286377
2024-10-16_consumer_device_12_data_user_5,4.825531959533691
2024-10-17_consumer_device_12_data_user_5,4.57483434677124
2024-10-18_consumer_device_12_data_user_5,3.307194948196411
2024-10-19_consumer_device_12_data_user_5,3.3811111450195312
2024-10-20_consumer_device_12_data_user_5,3.9629788398742676
2024-10-21_consumer_device_12_data_user_5,3.2148430347442627
2024-10-22_consumer_device_12_data_user_5,2.669808864593506
2024-10-23_consumer_device_12_data_user_5,2.0453264713287354
2024-10-24_consumer_device_12_data_user_5,1.8352620601654053
2024-09-24_consumer_device_12_data_user_6,4.504663944244385
2024-09-25_consumer_device_12_data_user_6,10.039382934570312
2024-09-26_consumer_device_12_data_user_6,6.065430164337158
2024-09-27_consumer_device_12_data_user_6,7.740295886993408
2024-09-28_consumer_device_12_data_user_6,6.57196044921875
2024-09-29_consumer_device_12_data_user_6,5.402890682220459
2024-09-30_consumer_device_12_data_user_6,5.236461639404297
2024-10-01_consumer_device_12_data_user_6,5.424562454223633
2024-10-02_consumer_device_12_data_user_6,6.064990997314453
2024-10-03_consumer_device_12_data_user_6,5.979455947875977
2024-10-04_consumer_device_12_data_user_6,5.158825874328613
2024-10-05_consumer_device_12_data_user_6,4.8750691413879395
2024-10-06_consumer_device_12_data_user_6,3.763160467147827
2024-10-07_consumer_device_12_data_user_6,3.628499746322632
2024-10-08_consumer_device_12_data_user_6,6.411259174346924
2024-10-09_consumer_device_12_data_user_6,4.4689202308654785
2024-10-10_consumer_device_12_data_user_6,4.3361921310424805
2024-10-11_consumer_device_12_data_user_6,3.333479166030884
2024-10-12_consumer_device_12_data_user_6,3.416901111602783
2024-10-13_consumer_device_12_data_user_6,3.5938448905944824
2024-10-14_consumer_device_12_data_user_6,3.1763250827789307
2024-10-15_consumer_device_12_data_user_6,2.680684804916382
2024-10-16_consumer_device_12_data_user_6,2.3337414264678955
2024-10-17_consumer_device_12_data_user_6,2.1868741512298584
2024-10-18_consumer_device_12_data_user_6,1.9465607404708862
2024-10-19_consumer_device_12_data_user_6,1.9294729232788086
2024-10-20_consumer_device_12_data_user_6,2.373288869857788
2024-10-21_consumer_device_12_data_user_6,1.8450868129730225
2024-10-22_consumer_device_12_data_user_6,1.7069066762924194
2024-10-23_consumer_device_12_data_user_6,1.210540533065796
2024-10-24_consumer_device_12_data_user_6,0.9759179353713989
2024-09-24_consumer_device_12_data_user_7,0.15242421627044678
2024-09-25_consumer_device_12_data_user_7,0.1404857337474823
2024-09-26_consumer_device_12_data_user_7,0.19274753332138062
2024-09-27_consumer_device_12_data_user_7,0.0
2024-09-28_consumer_device_12_data_user_7,0.1029491126537323
2024-09-29_consumer_device_12_data_user_7,0.15645873546600342
2024-09-30_consumer_device_12_data_user_7,0.2118462324142456
2024-10-01_consumer_device_12_data_user_7,0.2498789280653
2024-10-02_consumer_device_12_data_user_7,0.23641721904277802
2024-10-03_consumer_device_12_data_user_7,0.2552657723426819
2024-10-04_consumer_device_12_data_user_7,0.22418609261512756
2024-10-05_consumer_device_12_data_user_7,0.23532962799072266
2024-10-06_consumer_device_12_data_user_7,0.21715021133422852
2024-10-07_consumer_device_12_data_user_7,0.23069053888320923
2024-10-08_consumer_device_12_data_user_7,0.0
2024-10-09_consumer_device_12_data_user_7,0.16966402530670166
2024-10-10_consumer_device_12_data_user_7,0.2451166808605194
2024-10-11_consumer_device_12_data_user_7,0.24222253262996674
2024-10-12_consumer_device_12_data_user_7,0.2690584659576416
2024-10-13_consumer_device_12_data_user_7,0.2871818542480469
2024-10-14_consumer_device_12_data_user_7,0.31935933232307434
2024-10-15_consumer_device_12_data_user_7,0.3183857202529907
2024-10-16_consumer_device_12_data_user_7,0.22892841696739197
2024-10-17_consumer_device_12_data_user_7,0.21989262104034424
2024-10-18_consumer_device_12_data_user_7,0.24392221868038177
2024-10-19_consumer_device_12_data_user_7,0.27292513847351074
2024-10-20_consumer_device_12_data_user_7,0.26820749044418335
2024-10-21_consumer_device_12_data_user_7,0.2847053110599518
2024-10-22_consumer_device_12_data_user_7,0.22042366862297058
2024-10-23_consumer_device_12_data_user_7,0.16188716888427734
2024-10-24_consumer_device_12_data_user_7,0.2059713900089264
2024-09-24_consumer_device_12_data_user_8,0.1723179817199707
2024-09-25_consumer_device_12_data_user_8,0.15850183367729187
2024-09-26_consumer_device_12_data_user_8,0.21057969331741333
2024-09-27_consumer_device_12_data_user_8,0.0
2024-09-28_consumer_device_12_data_user_8,0.1291036307811737
2024-09-29_consumer_device_12_data_user_8,0.17347657680511475
2024-09-30_consumer_device_12_data_user_8,0.22842663526535034
2024-10-01_consumer_device_12_data_user_8,0.26275163888931274
2024-10-02_consumer_device_12_data_user_8,0.24599143862724304
2024-10-03_consumer_device_12_data_user_8,0.2618725001811981
2024-10-04_consumer_device_12_data_user_8,0.23010390996932983
2024-10-05_consumer_device_12_data_user_8,0.2415243685245514
2024-10-06_consumer_device_12_data_user_8,0.2220485508441925
2024-10-07_consumer_device_12_data_user_8,0.23583769798278809
2024-10-08_consumer_device_12_data_user_8,0.0
2024-10-09_consumer_device_12_data_user_8,0.1785946786403656
2024-10-10_consumer_device_12_data_user_8,0.25153276324272156
2024-10-11_consumer_device_12_data_user_8,0.24706439673900604
2024-10-12_consumer_device_12_data_user_8,0.2726403772830963
2024-10-13_consumer_device_12_data_user_8,0.28983375430107117
2024-10-14_consumer_device_12_data_user_8,0.3218711018562317
2024-10-15_consumer_device_12_data_user_8,0.3196588158607483
2024-10-16_consumer_device_12_data_user_8,0.23078101873397827
2024-10-17_consumer_device_12_data_user_8,0.22155791521072388
2024-10-18_consumer_device_12_data_user_8,0.244890496134758
2024-10-19_consumer_device_12_data_user_8,0.2735901474952698
2024-10-20_consumer_device_12_data_user_8,0.2690631151199341
2024-10-21_consumer_device_12_data_user_8,0.28555959463119507
2024-10-22_consumer_device_12_data_user_8,0.22106993198394775
2024-10-23_consumer_device_12_data_user_8,0.16268181800842285
2024-10-24_consumer_device_12_data_user_8,0.20661315321922302
2024-09-24_consumer_device_12_data_user_9,0.16788646578788757
2024-09-25_consumer_device_12_data_user_9,0.15423017740249634
2024-09-26_consumer_device_12_data_user_9,0.20590263605117798
2024-09-27_consumer_device_12_data_user_9,0.0
2024-09-28_consumer_device_12_data_user_9,0.1233896017074585
2024-09-29_consumer_device_12_data_user_9,0.16943496465682983
2024-09-30_consumer_device_12_data_user_9,0.22434017062187195
2024-10-01_consumer_device_12_data_user_9,0.2599385380744934
2024-10-02_consumer_device_12_data_user_9,0.24387073516845703
2024-10-03_consumer_device_12_data_user_9,0.26020216941833496
2024-10-04_consumer_device_12_data_user_9,0.2284378707408905
2024-10-05_consumer_device_12_data_user_9,0.23986805975437164
2024-10-06_consumer_device_12_data_user_9,0.22076940536499023
2024-10-07_consumer_device_12_data_user_9,0.23456250131130219
2024-10-08_consumer_device_12_data_user_9,0.0
2024-10-09_consumer_device_12_data_user_9,0.1767343282699585
2024-10-10_consumer_device_12_data_user_9,0.25012725591659546
2024-10-11_consumer_device_12_data_user_9,0.24599213898181915
2024-10-12_consumer_device_12_data_user_9,0.2718345522880554
2024-10-13_consumer_device_12_data_user_9,0.2892341613769531
2024-10-14_consumer_device_12_data_user_9,0.3212903141975403
2024-10-15_consumer_device_12_data_user_9,0.3193679451942444
2024-10-16_consumer_device_12_data_user_9,0.23036682605743408
2024-10-17_consumer_device_12_data_user_9,0.221176415681839
2024-10-18_consumer_device_12_data_user_9,0.2446718066930771
2024-10-19_consumer_device_12_data_user_9,0.27343636751174927
2024-10-20_consumer_device_12_data_user_9,0.2688632607460022
2024-10-21_consumer_device_12_data_user_9,0.28536123037338257
2024-10-22_consumer_device_12_data_user_9,0.2209218442440033
2024-10-23_consumer_device_12_data_user_9,0.16250553727149963
2024-10-24_consumer_device_12_data_user_9,0.20646944642066956
2024-09-24_consumer_device_13_data_user_1,0.08205494284629822
2024-09-25_consumer_device_13_data_user_1,0.11134666204452515
2024-09-26_consumer_device_13_data_user_1,0.18236488103866577
2024-09-27_consumer_device_13_data_user_1,0.0
2024-09-28_consumer_device_13_data_user_1,0.07431632280349731
2024-09-29_consumer_device_13_data_user_1,0.14708861708641052
2024-09-30_consumer_device_13_data_user_1,0.19040581583976746
2024-10-01_consumer_device_13_data_user_1,0.22743543982505798
2024-10-02_consumer_device_13_data_user_1,0.2179320752620697
2024-10-03_consumer_device_13_data_user_1,0.23981693387031555
2024-10-04_consumer_device_13_data_user_1,0.22635552287101746
2024-10-05_consumer_device_13_data_user_1,0.22697430849075317
2024-10-06_consumer_device_13_data_user_1,0.2103503942489624
2024-10-07_consumer_device_13_data_user_1,0.22320497035980225
2024-10-08_consumer_device_13_data_user_1,0.0
2024-10-09_consumer_device_13_data_user_1,0.1565212607383728
2024-10-10_consumer_device_13_data_user_1,0.23609203100204468
2024-10-11_consumer_device_13_data_user_1,0.23524901270866394
2024-10-12_consumer_device_13_data_user_1,0.26407933235168457
2024-10-13_consumer_device_13_data_user_1,0.2837580442428589
2024-10-14_consumer_device_13_data_user_1,0.31591522693634033
2024-10-15_consumer_device_13_data_user_1,0.3162553012371063
2024-10-16_consumer_device_13_data_user_1,0.2260420322418213
2024-10-17_consumer_device_13_data_user_1,0.21729379892349243
2024-10-18_consumer_device_13_data_user_1,0.24237720668315887
2024-10-19_consumer_device_13_data_user_1,0.27192628383636475
2024-10-20_consumer_device_13_data_user_1,0.2669626772403717
2024-10-21_consumer_device_13_data_user_1,0.28345441818237305
2024-10-22_consumer_device_13_data_user_1,0.21945998072624207
2024-10-23_consumer_device_13_data_user_1,0.16070887446403503
2024-10-24_consumer_device_13_data_user_1,0.20502588152885437
2024-09-24_consumer_device_13_data_user_10,0.04642370343208313
2024-09-25_consumer_device_13_data_user_10,0.15615904331207275
2024-09-26_consumer_device_13_data_user_10,0.27960771322250366
2024-09-27_consumer_device_13_data_user_10,0.16269105672836304
2024-09-28_consumer_device_13_data_user_10,0.1303950846195221
2024-09-29_consumer_device_13_data_user_10,0.13895723223686218
2024-09-30_consumer_device_13_data_user_10,0.22180265188217163
2024-10-01_consumer_device_13_data_user_10,0.26048213243484497
2024-10-02_consumer_device_13_data_user_10,0.25277838110923767
2024-10-03_consumer_device_13_data_user_10,0.2700207233428955
2024-10-04_consumer_device_13_data_user_10,0.2824433743953705
2024-10-05_consumer_device_13_data_user_10,0.25636595487594604
2024-10-06_consumer_device_13_data_user_10,0.23009565472602844
2024-10-07_consumer_device_13_data_user_10,0.24231602251529694
2024-10-08_consumer_device_13_data_user_10,0.0
2024-10-09_consumer_device_13_data_user_10,0.1883389949798584
2024-10-10_consumer_device_13_data_user_10,0.26082003116607666
2024-10-11_consumer_device_13_data_user_10,0.25871920585632324
2024-10-12_consumer_device_13_data_user_10,0.2783861756324768
2024-10-13_consumer_device_13_data_user_10,0.2924385666847229
2024-10-14_consumer_device_13_data_user_10,0.3244868516921997
2024-10-15_consumer_device_13_data_user_10,0.321333110332489
2024-10-16_consumer_device_13_data_user_10,0.23318015038967133
2024-10-17_consumer_device_13_data_user_10,0.22405308485031128
2024-10-18_consumer_device_13_data_user_10,0.24607019126415253
2024-10-19_consumer_device_13_data_user_10,0.27453234791755676
2024-10-20_consumer_device_13_data_user_10,0.27022600173950195
2024-10-21_consumer_device_13_data_user_10,0.2866832911968231
2024-10-22_consumer_device_13_data_user_10,0.22194209694862366
2024-10-23_consumer_device_13_data_user_10,0.16370555758476257
2024-10-24_consumer_device_13_data_user_10,0.20749476552009583
2024-09-24_consumer_device_13_data_user_11,0.0
2024-09-25_consumer_device_13_data_user_11,0.008246004581451416
2024-09-26_consumer_device_13_data_user_11,0.08732998371124268
2024-09-27_consumer_device_13_data_user_11,0.0
2024-09-28_consumer_device_13_data_user_11,0.0
2024-09-29_consumer_device_13_data_user_11,0.0
2024-09-30_consumer_device_13_data_user_11,0.0
2024-10-01_consumer_device_13_data_user_11,0.0
2024-10-02_consumer_device_13_data_user_11,0.0
2024-10-03_consumer_device_13_data_user_11,0.0
2024-10-04_consumer_device_13_data_user_11,0.0
2024-10-05_consumer_device_13_data_user_11,0.0
2024-10-06_consumer_device_13_data_user_11,0.0
