Date Time,Temperature (°C),Dewpoint Temperature (°C),U Wind Component (m/s),V Wind Component (m/s),Total Precipitation (mm),Snowfall (mm),Snow Cover (%),i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
2023-06-10T04:00:00,12.7673584,-1.370474243,-0.510437012,-0.131788254,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T05:00:00,13.92463074,-1.317144775,-0.481124878,0.25655365,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T06:00:00,14.8192688,-0.864599609,-0.382461548,0.429086685,0.00000305,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T07:00:00,15.4898468,-1.282629395,-0.256515503,0.384902954,0.00000674,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T08:00:00,15.92044983,-0.417562866,-0.142990112,0.435587883,0.0000216,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T09:00:00,15.44310913,-0.402807617,-0.041610718,0.203531265,0.000339,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T10:00:00,15.32706604,0.347711182,-0.070495605,0.593044281,0.000409,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T11:00:00,15.2627655,0.400994873,-0.155136108,0.598134995,0.00041,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T12:00:00,14.83757935,0.37885437,-0.131942749,0.24431324,0.000443,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T13:00:00,14.41719971,0.412789917,0.027633667,0.428729057,0.000453,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T14:00:00,13.54093323,0.629983521,0.175430298,0.484899521,0.000463,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T15:00:00,11.93229065,1.059762573,0.252182007,-0.15199852,0.000463,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T16:00:00,10.21257935,1.130807495,0.135894775,-0.580508232,0.000463,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T17:00:00,8.720697021,1.051126099,0.164031982,-0.627962112,0.000463,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T18:00:00,7.506616211,0.849633789,0.11100769,-0.742604256,0.000463,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T19:00:00,6.87923584,0.117944336,0.128433228,-0.751140594,0.000463,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T20:00:00,5.855661011,-0.329168701,0.08996582,-0.842914581,0.000464,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T21:00:00,4.541101074,-0.832571411,0.071975708,-0.916999817,0.000464,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T22:00:00,3.520410156,-1.38890686,0.050170898,-0.965623856,0.000464,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-10T23:00:00,2.484307861,-2.010794067,0.078079224,-1.00302887,0.000464,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T00:00:00,1.232751465,-2.602651978,0.097549438,-1.059700012,0.000464,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T01:00:00,1.601968384,-2.127798462,0.066848755,-1.009672165,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T02:00:00,6.432061768,0.630441284,0.009887695,-0.780105591,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T03:00:00,10.30355225,1.413430786,-0.208053589,-0.457406998,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T04:00:00,12.41771851,-2.350515747,-0.435073853,-0.041042328,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T05:00:00,13.5286499,-1.528067017,-0.408935547,0.230697632,0.0,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T06:00:00,14.38744507,-0.634985352,-0.360942841,0.326332092,4.4E-7,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T07:00:00,14.38569031,1.723596191,-0.208190918,0.494029999,0.000128,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T08:00:00,14.64386902,2.292321777,-0.191680908,0.213280678,0.000297,0.0,99.97265625,,,,,,,,,,,,,,,,,,
2023-06-11T09:00:00,14.94382629,2.184762573,-0.097839355,0.002746582,0.000427,0.0,99.97265625,,,,,,,,,,,,,,,,,,
